?postURL;?datePost;?threadURL;?threadTitle;?parentThread;?contentPost;?creatorPost;?sexe;?age;;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/bull-chirurgicale-sujet_161710_1.htm#post_0>;"""2012-06-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/bull-chirurgicale-sujet_161710_1.htm>;red bull apres ivg chirurgicale;IVG;suite a une ivg, je voudrais savoir si je peut prendre une red bull ou quels en sont les effets? merci d' avance;<http://club.doctissimo.fr/mariedu56100/>;female;"""1991-09-24""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-tunisie-aidez-sujet_161535_1.htm#post_0>;"""2012-04-24""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-tunisie-aidez-sujet_161535_1.htm>;j'ai 19 ans, enceinte ? IVG en tunisie ? Aidez moi, je suis seule...;IVG;Bonsoir à tous, Voilà j'ai 19 ans, et je ne sais toujours pas si je suis enceinte ou non, j'ai eu mon premier rapport sexuel il y a deux semaines, mon partenaire m'a dépucelé sans préservatif, mais une fois mon hymen rompu, il en a enfilé un. J'étais supposée être en fin de cycle, mes règles auraient du faire leur apparition le lendemain, donc je ne m'étais pas inquiétée je savais qu'il était impossible de tomber enceinte le dernier jour de cycle. Mais je n'ai toujours pas eu mes règles, ils ont deux semaines de retard (il faut dire que mon cycle n'est pas régulier d'habitude) je pense à une ovulation tardive (à cause du stress vu que je suis en terminale) qui aurait coïncidé avec le jour du rapport. En plus du retard de règles, je souffre de remontées acides et de maux d'estomac depuis ce matin, cela peut être à l'origine de mon ulcère gastrique qui me perturbe en période de stresse mais j'ai aussi lu que cela peut être un signe de grossesse, pour être franche, je n'ose pas aller demander un test de grossesse à la pharmacie, en Tunisie une fille qui a des rapports sexuels est très mal vue et même considérée comme prostituée, et je suis de nature timide et j'ai honte de moi, de ce que j'ai fait... Je demande de l'aide, je veux également savoir au cas où je serais enceinte, comment procéder pour une IVG ? Combien ça coûte ? IVG médicamenteuse ou par aspiration ? Je suis au supplice    ...;<http://club.doctissimo.fr/hylana27/>;female;"""1993-11-12""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/hommes-ivg-sujet_164986_1.htm#post_0>;"""2015-10-03""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/hommes-ivg-sujet_164986_1.htm>;hommes et IVG;IVG;Bonjour, Depuis l'IVG que j'ai subie il y a quelques mois, j'ai l'impression que notre couple a changé. Il y a des moments où j'en veux à mon copain, car c'est encore douloureux pour moi et lui ne me dit rien par rapport à son ressenti. Si vous, hommes, pouviez me dire comment vous avez vécu l'IVG, peut-être que je pourrais comprendre des choses! Merci d'avance;<http://club.doctissimo.fr/tina-chris/>;female;"""1984-04-11""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/medicamenteuse-sujet_158283_1.htm#post_0>;"""2010-03-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/medicamenteuse-sujet_158283_1.htm>;ivg medicamenteuse;IVG;Bonjour,je vous demande quelques renseignement si quelqu'un a deja eu une ivg medicamenteuse.Moi j'ai fait une ivg medicamenteuse mercredi,a 8h le matin j'ai pris 2 comprimes cytotec,j'ai attendu quelques heures et j'ai commence a avoir des douleurs au ventre mais pas trop mal comme j'avais des comprimer assez fort pour les douleurs et ensuite je suis parti au toilettes et la quelque chose est tombe c'ete comme un gros morceaux geletineux transparent,et apres j'ai quelque caillots de sang et pas beaucoup de sang a par la nuit ou ca saigner un peu plus que la journer et sans plus et 2 jours plutart j'ai reperdu un autre morceaux comme un gros morceaux de chere ou de peau de quelque centimetre est-ce le placenta.                                                                              a quoi ressemble l'embryon de 4 semaines?                                                                              perd-on le placenta apres l'embryon?                                                                              Si quelqu'un peut me renseigner car je ne sais pas si j'ai vraiment expulser en sachant que j'ai pris 4 comprimer cytotec.   MERCI;<http://club.doctissimo.fr/lillyte/>;female;"""1983-07-28""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-bebe-accidentelle-sujet_162385_1.htm#post_0>;"""2013-02-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-bebe-accidentelle-sujet_162385_1.htm>;enceinte de 6 SA, bébé(s) accidentelle que faire?;IVG;bonjour, je me présente Alicia maman d'un petit garçon de 4ans, separer du papa depuis septembre 2012, aprés avoir fait une GEU et F.C en mars et juin 2012, je me retrouve enceinte de 7SA de faux jumeaux ( dont un qui n' est pas voyant a l'echo) ayant encore eut des relations sexuelles avec le pére de mon fils, et une relation d'un soir ( sans protection, merci de pas juré, j'ai dja assez honte de ça ) je penser etre enceinte du papa, mais dans le doute que ce soit l'autre, aprés echo et datation qui me confirme a 95% que le geniteur est l'inconnu ! je ne sais quoi faire, le temps est compté ! j'ai ce desire de remettre au monde un petit ou petite soeur a Mon petit garçon, mais sans papa ???? ce n'est pas ma vision des choses et de plus ce n'est pas 1 mais surment 2 bébés qui ce prepare. j'ai besoin d'avoir des témoignage de femme ou d'homme qui on vecu cela !!!! pour les femmes etes vous arriver a terme de cette grossesse, si oui avez vous une certaine culpabilité d'avoir un enfant sans papa ou des jumeaux sans papa, comment les gérez vous? et pour les hommes comment vivez vous cela dans vos tetes, et qu'elle sera votre reaction face a cette grossesse non désirée? pour certains la facilité c l IVG ! mais pour certaine d'entre nous c'est un acte horrible a surmonter ! je sais plus quoi faire, beaucoup de question ce pose dans ma tete ! je suis epuiser d'assumer tout cela seule ! malgrés que la fautive dans l'histoire c'est moi !!!!!! je remercie d'avance tout vos témoignage !!! Cordialement !!!;<http://club.doctissimo.fr/alicia-raphael/>;female;"""1989-02-21""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/perdu-sujet_159112_1.htm#post_0>;"""2010-09-05""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/perdu-sujet_159112_1.htm>;Perdu ivg...;IVG;Bonjour voila je vais faire un teste de grossesse si jamais il est positif je veux savoir quoi faire les démarches précise les plus courte et rapide et discrète vis a vis des gens et de ma famille pour  faire  un IVG je stress d'avance car j'ai peur des complications ... si jamais sa se c'est je suis foutu  :s merci;<http://club.doctissimo.fr/nanouchoux/>;female;"""1989-08-12""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/rdv-post-ivg-sujet_159754_1.htm#post_0>;"""2011-02-08""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/rdv-post-ivg-sujet_159754_1.htm>;RDV post IVG;IVG;" à toutes j'ai enfin eu le \""courage\"" d'annuler mes rdv de suivi de grossesse ce matin...   IVG le 20 janvier à 16 semaines... je me sentais pas fiere au tel avec la secretaire à annuler mes rdv pour prendre un rdv post ivg donc se sera le 16 fevrier... j'en mene pas large a l'idée de me retrouver en face de mon gynéco et de lui expliquer mon geste... je vais passer pour un monstre.... c'est le meme gyneco qui m'a retiré mon sterilet en decembre 2009 et qui a suivi ma grossesse jusque là...( je rappel que bb etait desiré a la base et que c'est face au comportement de son geniteur ( insultes menaces, ai deposé des mains courantes ) que je me suis \""resigner\"" a ne pas vouloir mettre au monde ce bb pour lui \""eviter\"" cette vie de bagarres incecentes... Bref, j'ai honte d'aller au gyneco................";<http://club.doctissimo.fr/lysandra25000/>;female;"""1978-05-18""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebe-surprise-bebe-sujet_162445_1.htm#post_0>;"""2013-03-06""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/bebe-surprise-bebe-sujet_162445_1.htm>;un bébé surprise après un bébé FIV;IVG;Bonjour Je viens vers vous avec mon lot de questions et de doutes. En couple depuis 5 ans et demi, une petite fille conçue par FIV qui aura un an très bientôt et le projet de s'expatrier cet été. Nous venons de découvrir une grossesse surprise. J'en serais à 3 semaines environ. Je n'ai pas du tout sauté de joie, j'en ai même pleuré. Je ne me sens pas capable d'avoir ce bébé alors que nous devons préparer notre départ pour l'étranger, je sais que nous aurons beaucoup de difficultés à l'accueillir, car nous n'aurons alors qu'un seul salaire pour toute notre famille. Mais d'un autre coté, ce bébé venu naturellement semble être un cadeau, je me demande s'il n'a pas envie de venir avec nous lol Donc je suis perdue, entre l'aspect financier qui me fait très peur et l'aspect miraculeux de cette grossesse. J'aimerais savoir ce qui vous a convaincu d'avoir recours à l'IVG, et savoir aussi si vous avez des regrets, comment vous l'avez vécu sur le moment, et maintenant avec le recul. Merci;<http://club.doctissimo.fr/lilette21/>;female;"""1985-02-13""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sterilet-sujet_163775_1.htm#post_0>;"""2015-01-16""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/enceinte-sterilet-sujet_163775_1.htm>;Enceinte sous sterilet...;IVG;Bonjour à toutes, voilà, après la naissance de mon deuxième enfant, je m'étais fais poser un stérilet au cuivre... Tout s'est bien passé pendant 4 ans (la gyneco m'avait dit de la changer au bout de 5 ans...) Début janvier, je ne vois pas venir mes règles, je n'ai pas pensé tout de suite à une grossesse parce qu'il m'arrivait avec le stérilet d'avoir une semaine de décalage dans mes cycles.... Puis douleurs aux seins, nausées, fatigue intense.... J'ai fait un test qui s'est avéré positif. Ma réaction première a été de me dire que je ne souhaitais pas garder cet enfant. Je suis aujourd'hui séparée du père de mes deux enfants, j'ai un compagnon auquel je suis très attachée, mais nous ne vivons pas ensemble pour le moment et ça risque de ne pas être possible avant 2 ou 3 ans (il est à 150 km de chez moi...). Du coup pour le moment je vis dans un T2 bis, mon lit est derrière des rideaux dans un recoin du salon et mes deux enfants dans la même chambre. Bref c'était pour moi une évidence que j'allais mettre fin à cette grossesse que je n'avais pas souhaité et j'ai pris contact avec ma gyneco qui m'a reçu le jour même... Elle m'a prescrit une pds et une écho. Le soir même résultat de la pds à 97000 pour 5 semaines de grossesse, et le lendemain, echographie, gros choc pour moi : il n'y a pas un mais deux bébés.... Depuis je suis complètement anéantie et je ne sais pas quoi faire. la vérité c'est que je ne souhaite pas interrompre cette grossesse mais que je ne vois vraiment pas comment la poursuivre et donner à ces bébés de bonnes conditions pour démarrer leur vie... Je vais me retrouver seule la plupart du temps avec 4 enfants donc 2 nouveaux nés, je ne vois pas comment gérer ça... sans compter l'aspect financier qui va être compliqué... Bref je suis complètement perdue... Je crois que j'ai toujours rêvé d'avoir des jumeaux et ça qui me fait encore plus de peine aujourd'hui de devoir mettre un terme à cette grossesse. Mon témoignage est un peu long, je suis désolée... j'aimerais avoir vos témoignages les filles, merci beaucoup !;<http://club.doctissimo.fr/camibulle/>;female;"""1981-09-03""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/fausse-couche-semaine-sujet_161713_1.htm#post_0>;"""2012-06-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/fausse-couche-semaine-sujet_161713_1.htm>;fausse couche a 11 semaine;IVG;apres 3 ans enfin une merveilleuse nouvelle je suis enceinte, je suis au paradis ,samedi apres midi je me congne le ventre contre le coin d un meuble 10 minute apres une tres grosse douleur me surprend dans le bas ventre ,je me dit que ca va passée mes plus le temps avancais plus j avais des douleurs ,je me decide d aller a l hopital apres 5 heure a attendre il me passe une echo ,je voit le visage du docteur changer ,il me dit que je vais devoir attendre le lendemain pour voir la gygy ,car il y a quelque chose de pas normal,que je doit ni boire, ni manger ,on a attendue 24 heure pour nous faire dire que le coeur du bébé ne battais pas ,et quon avait deux solution soi le faire evacuer pas aspiration ou en prenant du misoprostol ,moi et mon mari on a decider de prendre le medicament et de faire ca a la maison ,il nous on renvoyer chez nous sans rien nous expliquer , je capote grave car j ai plein de question en tete et pas de reponse aider moi svpppp je me sens telement perdue;<http://club.doctissimo.fr/maykael/>;female;"""1991-07-07""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-obligation-sujet_163042_1.htm#post_0>;"""2013-10-28""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-obligation-sujet_163042_1.htm>;IVG par obligation;IVG;"Bonjour à toutes (et tous), Voilà plusieurs années que je viens régulièrement su rle forum et ses différents thèmes lorsque je cherche telles ou telles infos. Je n'ai jamais activement participé a aucun forums mais là, j'en ressens le besoin... Mamans de 3 enfants nés par césa, je me retrouve de nouveau enceinte..... Sous pilule, je fais partie des 0.01% de risques J'ai toujours voulu avoir pleins d'enfants, mais après la naissance du petit dernier, j'en ai parlé a mon gygy qui m'a donné tous les riques d'une 4eme césa. Certaines en ont 4 vois 5 et tout se passe bien mais il y a un risque tout de même. Donc, voilà, comme nous en avons 3 en pleine santé, nous ne prendrons pas de risques et je suis allé voir gygy vendredi (soit le 25.10). Echo faite. Pbl, la taille du \""bb\"" ne correspond pas avec la ddr! Prise de sang pour taux de béta HCG afin de vérifier si il s'agit bien d'une grossesse \""viable\"" ou non. Resultat de samedi 2373 et aujourd'hui (lundi) 3464. Je me demande ce qu'il en ai car ce taux a certes augmenté mais pas doublé en 48h comme il aurait du faire d'après gygy.... J'ai rdv jeudi 18h pour ivg médicamenteuse et j'ai vraiment peur! 1°) ce taux est il correct en 48h même si il n'a pas doublé? 2°) si cette grossesse n'est pas \""viable\"", est ce le même procédé? En plus du chagrin de ne pas pouvoir gardé ce petit être, je suis vraiment angoissé à l'idée de tout ça.... Merci de m'avoir lu";<http://club.doctissimo.fr/nousetnos3monstres/>;female;"""1982-01-06""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-chirurgical-quebec-sujet_158793_1.htm#post_0>;"""2010-06-20""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-chirurgical-quebec-sujet_158793_1.htm>;Un avortement chirurgical au Québec;IVG;Bonjour, Je suis une adolescente de 16 ans qui va au secondaire à Montréal. Cela fait presque deux mois que je n'ai pas eut mes règles. J'ai passé un test de grossesse et il était positif. J'y ai beaucoup réfléchi et j'ai pris ma décision: Je veux me faire avorter. Je voudrais donc savoir comment se passe un avortement chirurgical au Québec. On passe une radiographie, après un rendez-vous pour se faire avorter? Ça prend combien de temps avant de pouvoir le faire? Comment ça se passe, la journée de l'avortement? Est-ce que j'ai le choix entre l'anesthésie générale ou locale? Si c'est locale, est-ce que ça fait mal? Est-ce qu'on doit être accompagner d'un adulte, d'un parent? Est-ce qu'on doit signer des papiers? Ça dure combien de temps en tout (avec le réveil si c'est général)? Je me suis informée un peu, mais j'aurais aimé avoir des commentaires de gens qui l'ont vécu au Québec. J'aimerais avoir des détails. Tout le monde va me dire d'aller voir le médecin et qu'il va m'expliquer mais ça me gêne de poser autant de questions. Je serais très reconnaissante si quelqu'un voulait bien m'éclairer par son expérience. Merci, Cléo;<http://club.doctissimo.fr/cleocloe/>;female;"""1994-01-01""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/demain-medicamenteux-peur-sujet_158212_1.htm#post_0>;"""2010-02-21""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/demain-medicamenteux-peur-sujet_158212_1.htm>;demain ivg medicamenteux a faire j'ai peur :(;IVG;bonjour a tous je suis enceinte de 6 semaines aménorrhée demain g rdv pour faire mon ivg médicamenteux j'ai peur que ca se passe mal? j'ai lu quelque témoignage mais pas évidant on n'est jamais assez rassuré c sur mais je me dis que cela va bien ce passer malgré la peur que j'ai en moi j'aimerai avoir des témoignage svp merci;<http://club.doctissimo.fr/minisa_dorai/>;female;"""1986-12-01""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-ados-sujet_163836_1.htm#post_0>;"""2015-02-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avortement-ados-sujet_163836_1.htm>;L'avortement chez les ados;IVG;Boujour à toutes Nous sommes deux élèves en 1ST2S (sanitaire et social) nous préparons les épreuves anticipées du baccalauréat. Pour cela nous menons une enquête sur l'avortement chez les adolescentes. Si cela ne vous derrange pas, nous aimerions que vous répondiez à quelques questions. Merci d'avance. =) Lien du questionnaire: https://docs.google.com/forms/d/1eheGUoJJgyJT04BJ0E4SnjVedbsra9s8YWp6tuGI9Dw/viewform?usp=send_form;<http://club.doctissimo.fr/samess77/>;female;"""1996-04-07""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/infection-ivg-sujet_161511_1.htm#post_0>;"""2012-04-17""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/infection-ivg-sujet_161511_1.htm>;Infection après IVG;IVG;Bonjour/bonsoir J'ai une cystite qui survient juste après mon IVG, est-ce grave? Je fais très souvent des cystites, mais là c'est très douloureux car mêlé à d'autres douleurs...;<http://club.doctissimo.fr/boubzie/>;female;"""1991-05-17""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/urgent-aide-ivg-sujet_158948_1.htm#post_0>;"""2010-07-23""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/urgent-aide-ivg-sujet_158948_1.htm>;URGENT AIDE IVG;IVG;. Liza.;<http://club.doctissimo.fr/liza975/>;female;"""1993-10-04""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-sujet_161778_1.htm#post_0>;"""2012-07-07""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivg-sujet_161778_1.htm>;IVG;IVG;Bonjour, Je suis enceinte après 2 semaines de retards dans mes règles... J'ai fait un test il y a plus ou moins 2 jours qui s'avère positif. J'en ai parlé à mes parents qui sont toute à fait avec moi, si je le garde ou si j'avorterais. Mon copain, lui préférerait que j'avorte. Moi je ne sais pas vraiment se que je veux, j'ai vraiment peur de me sentir mal, d'être un monstre, de faire du mal à cette être qui n'as rien demander ... Celà fait une semaine qu'avec mon copain je me sent plus à ma place, j'ai plus vraiment envie de le voir comme avant, de l'embrasser, je doute même de mes sentiments envers lui, je n'ai plus envie de faire l'amour avec lui... Y a rien à faire j'ai l'impression d'être dégoutée de lui ...;<http://club.doctissimo.fr/anissa2802/>;female;"""1995-02-28""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/saissujet_162141_1.htm#post_0>;"""2012-11-11""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/saissujet_162141_1.htm>;Je ne sais pas quoi faire...;IVG;Bonjour, j'ai 17 ans et je prend la pilule, malgré les précautions prisent avec mon copain qui lui a 19 ans (on est ensemble depuis plus d'un an), il y à quelques jours après plusieurs symptômes j'ai fais un test de grossesse qui s'est révélé positif ... Mon copain et moi sommes allés au planning familiale ou une dame m'a prise en charge, m'a refait faire un test qui s'est révélé lui aussi positif. Elle ma fait une échographie d'urgence ou elle a pu constaté que j'était enceinte de 5-6 semaine. J'ai rendez-vous mardi 20 octobre a 9h00, pour la mise en place d'une IVG. Mes parents ne sont pas aux courants c'est la mère de mon copain qui m'accompagnera.. Mais je sais pas si c'est vraiment ce que je veux... Avec mon copain nous avons beaucoup parlé, tout comme moi il aimerait cet enfant mais pas maintenant il ne ce sent pas prêt, et il veut le meilleur pour cet enfant, il aimerait que j'ai finis mes études et que nous vivons ensemble.. Il m'a dit que quelque soit ma décision il sera là, mais en même temps il me dit que cet enfant qui est dans mon ventre n'est pas encore vivant qu'il vaut mieux pour tous le monde que j'avorte... Je ne sais pas quoi faire, je sais qu'il a raison, mais en même temps je me dit qu'on pourra y arrivé, dans moins d'un an on vit ensemble. J'ai la sensation de déjà aimé ce petit être qui est en moi. Je ne peux m’empêcher de rêver de porter contre mon coeur mon bébé et de rêver d'un avenir à 3... Merci d'avoir lu ce message j'aimerais avoirs vos conseils, vos témoignages..;<http://club.doctissimo.fr/fleur-diz/>;female;"""1995-08-29""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/avorter-besoin-rapidement-sujet_164079_1.htm#post_0>;"""2015-07-12""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/avorter-besoin-rapidement-sujet_164079_1.htm>;Avorter ou pas ! Besoin d'aide rapidement;IVG;Bonjour a tous et a toute , Alors je suis enceinte de 5 semaine , et mon intention premiere fut celle de ne pas garder de bebe . Donc RDV a l'hopital pour les demarches administratives , echographie pour voir si tout se devellope correctement , enfin la totale . Les medecins m'ont donc donner les Trois comprimés de Myfégyne a prendre hier matin et depuis ... IMPOSSIBLE DE LES PRENDRE !! Lorsque je l'es regarde je me dit qu'une seule chose qui est que ces trois cachet vont tuer mon bebe , ( certaines me dirons que ce n'est pas encore un bebe mais dans ma tete je le visualise ainsi ... ) Bref , j'ai pleurer toute la journée devant ces cachets et je suis encore dans l'impossibilité de les prendre . C'est peut etre bete , mais j'imagine ce petit oeuf se decoller de mon uterus , je me dit qu'a cause de moi , son coeur va s'arreter de battre et je pense que je ne m'en remettrais certainement pas . Quant a mon cheri , il desire plus que tout cet enfant . Ceci etan dit , je n'est que 20 ans et je ne me sens pas prete a etre maman . Je sais pertinement qu'il ne manquera jamais de rien , mais j'ai reelement peur d'un changement brutal dans ma vie qui m'empeche litterallement de vivre .... Enfin j'ai besoin de vos avis et de vos ressentis par rapport a ce message . Merci a tous et a toutes;<http://club.doctissimo.fr/clara83670/>;female;"""1995-01-27""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-conseils-betise-sujet_158546_1.htm#post_0>;"""2010-04-22""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/besoin-conseils-betise-sujet_158546_1.htm>;J'ai besoin de conseils avant de faire une bêtise;IVG;J'ai 22ans. Il y à 2 ans je suis tomber enceinte à 19 jours de grossesse j'apprends que je suis enceinte. Je n'étais avec mon copain que depuis 1 mois. Je ne voulais donc pas garder cet enfant, j'ai pris rdv pour un avortement. Pour mon deuxième rdv de confirmation j'avais changer d'avis. Après tout le père voulait le garder à ma mère me soutenait. Pour mes 2 mois et demi de grossesse, à mon échographie des 3 mois, j'apprends que l'œuf est mort depuis déjà quelques temps. J'ai subis un curetage 2 semaines presque 3 plus tard. Je ne suis plus avec le père depuis 1an et demi. Aujourd'hui je viens d'apprendre que je suis à nouveau enceinte. Je suis avec mon ami depuis 7 mois. il à 20 ans et est jeune dans sa tête. Il n'est pas prêt à être père, moi je ne suis pas prête à être maman. Je ne peux pas garder cet enfant j'ai un tout petit salaire, lui n'a pas de travail depuis des mois. je vis dans un studio... C'est décidé je ne le garderais pas. A mes yeux, l'IVG, est une bonne chose, pour certaines femmes, je suis pour. Malheureusement vis à vis de moi, je ne vois pas les choses ainsi. J'ai l'impression que je vais commettre un meurtre. J'aime mon compagnon mais je ne vois pas comment continuer ensemble après ça. A cause de tout ça, je suis en train de perdre pieds. Si je dois tuer cet enfant je ne vois pas pourquoi je resterais sur cette terre. Pourquoi je mériterais de vivre et pas lui ? Je vous en supplie, je suis perdu. Je ne veux pas faire de bêtise mais c'est la seule chose que je vois à faire...;<http://club.doctissimo.fr/calififi/>;female;"""1987-01-01""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/injection-tardive-globulines-sujet_161878_1.htm#post_0>;"""2012-08-08""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/injection-tardive-globulines-sujet_161878_1.htm>;IVG mais injection tardive de gamma globulines;IVG;"Bonjour à tous. J'ai un énorme problème. Je suis de rhésus négatif et mon compagnon de rhésus positif. Il y a un an, j'ai réalisé une IVG médicamenteuse au bout d'environ 35 jours de grossesse. Normalement, dans ce genre de situation, une injection de gamma globulines est réalisée à la mère dans les 72 heures qui suivent l'IVG afin d'empêcher la production d'anticorps contre le bébé d'une future grossesse de rhésus positif. Cependant, cette injection ne m'a été faite que le 11 ème jour après l'IVG. J'ai donc une question : comment savoir si cette injection a fonctionné? Est-ce qu'une analyse sanguine (par exemple pour détecter la présence d'anticorps anti rhésus poistif) peut donner une réponse? Est-ce qu'il faudra un traitement spécial pendant les futures grossesses pour que le bébé ne soit pas \""détruit\""? Merci d'avance pour votre aide.";<http://club.doctissimo.fr/rougegorge10/>;female;"""1986-02-18""^^<http://www.w3.org/2001/XMLSchema#date>";;;
<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivsujet_162175_1.htm#post_0>;"""2012-11-21""^^<http://www.w3.org/2001/XMLSchema#date>";<http://forum.doctissimo.fr/grossesse-bebe/ivg/ivsujet_162175_1.htm>;Apres une IV;IVG;Bonjour, J'ai une amie qui a eu une IVG par aspiration il y a 2 semaines, deux jours après l'IVG elle n'avait pratiquement plus de saignement et elle a eu une relation non protégé mais elle prenais la pilule depuis l'intervention. Elle a des douleurs dans la poitrine et a eu envie de vomir ce matin. Est ce qu'elle pourrait être retombée enceinte?;<http://club.doctissimo.fr/aboiko2/>;female;"""1994-10-10""^^<http://www.w3.org/2001/XMLSchema#date>";;;
